

|Skills        |Country     |   n| mean|Job                       |
|tableau       |France      |  42|  104|Data Engineer             |
|tableau       |France      |  42|  104|Data Analyst              |
|tableau       |France      |  42|  104|Senior Data Analyst       |
|tableau       |France      |  42|  104|Data Scientist            |
|tableau       |France      |  42|  104|Senior Data Scientist     |
|tableau       |France      |  42|  104|Software Engineer         |
|tableau       |France      |  42|  104|Senior Data Engineer      |
|jupyter       |Spain       |   4|  104|Data Analyst              |
|jupyter       |Spain       |   4|  104|Data Scientist            |
|java          |Finland     |   2|  104|Data Engineer             |
|java          |Finland     |   2|  104|Senior Data Engineer      |
|go            |Spain       |   9|  104|Senior Data Engineer      |
|go            |Spain       |   9|  104|Data Analyst              |
|go            |Spain       |   9|  104|Machine Learning Engineer |
|go            |Spain       |   9|  104|Data Engineer             |
|r             |Greece      |  12|  104|Machine Learning Engineer |
|r             |Greece      |  12|  104|Business Analyst          |
|r             |Greece      |  12|  104|Data Scientist            |
|r             |Greece      |  12|  104|Data Analyst              |
|r             |Greece      |  12|  104|Senior Data Scientist     |
|r             |Greece      |  12|  104|Data Engineer             |
|express       |Netherlands |   3|  104|Data Engineer             |
|express       |Netherlands |   3|  104|Business Analyst          |
|nosql         |Netherlands |   9|  104|Data Engineer             |
|nosql         |Netherlands |   9|  104|Data Analyst              |
|nosql         |Netherlands |   9|  104|Machine Learning Engineer |
|spss          |Spain       |   1|  104|Senior Data Analyst       |
|github        |Finland     |   1|  104|Senior Data Analyst       |
|atlassian     |Hungary     |   1|  104|Data Analyst              |
|elasticsearch |Portugal    |   3|  103|Data Analyst              |
|elasticsearch |Portugal    |   3|  103|Data Engineer             |
|sas           |Belgium     |  14|  103|Machine Learning Engineer |
|sas           |Belgium     |  14|  103|Data Scientist            |
|sas           |Belgium     |  14|  103|Data Engineer             |
|sas           |Belgium     |  14|  103|Business Analyst          |
|powerpoint    |Ireland     |   2|  103|Data Scientist            |
|powerpoint    |Ireland     |   2|  103|Data Analyst              |
|sql server    |Hungary     |   4|  103|Data Analyst              |
|sql server    |Hungary     |   4|  103|Data Engineer             |
|sql server    |Hungary     |   4|  103|Software Engineer         |
|numpy         |Poland      |   8|  103|Data Analyst              |
|numpy         |Poland      |   8|  103|Machine Learning Engineer |
|numpy         |Poland      |   8|  103|Senior Data Scientist     |
|numpy         |Poland      |   8|  103|Data Scientist            |
|numpy         |Poland      |   8|  103|Cloud Engineer            |
|scala         |Netherlands |   7|  103|Senior Data Engineer      |
|scala         |Netherlands |   7|  103|Data Engineer             |
|scala         |Netherlands |   7|  103|Machine Learning Engineer |
|scala         |Netherlands |   7|  103|Data Analyst              |
|word          |Netherlands |   2|  103|Data Engineer             |
|word          |Netherlands |   2|  103|Data Analyst              |
|sheets        |Poland      |   2|  103|Business Analyst          |
|sheets        |Poland      |   2|  103|Senior Data Analyst       |
|qlik          |Poland      |   2|  103|Data Analyst              |
|qlik          |Poland      |   2|  103|Senior Data Analyst       |
|flask         |Germany     |   2|  103|Data Analyst              |
|flask         |Germany     |   2|  103|Machine Learning Engineer |
|docker        |Spain       |  15|  103|Data Analyst              |
|docker        |Spain       |  15|  103|Machine Learning Engineer |
|docker        |Spain       |  15|  103|Data Engineer             |
|docker        |Spain       |  15|  103|Data Scientist            |
|docker        |Spain       |  15|  103|Senior Data Scientist     |
|docker        |Spain       |  15|  103|Software Engineer         |
|docker        |Spain       |  15|  103|Cloud Engineer            |
|linux         |Greece      |   8|  103|Software Engineer         |
|linux         |Greece      |   8|  103|Machine Learning Engineer |
|linux         |Greece      |   8|  103|Senior Data Scientist     |
|linux         |Greece      |   8|  103|Data Analyst              |
|linux         |Greece      |   8|  103|Data Engineer             |
|linux         |Spain       |   7|  103|Machine Learning Engineer |
|linux         |Spain       |   7|  103|Data Engineer             |
|linux         |Spain       |   7|  103|Software Engineer         |
|linux         |Spain       |   7|  103|Cloud Engineer            |
|qlik          |France      |   8|  103|Data Engineer             |
|qlik          |France      |   8|  103|Data Scientist            |
|qlik          |France      |   8|  103|Data Analyst              |
|qlik          |France      |   8|  103|Senior Data Analyst       |
|power bi      |Spain       |  13|  103|Business Analyst          |
|power bi      |Spain       |  13|  103|Data Engineer             |
|power bi      |Spain       |  13|  103|Data Analyst              |
|power bi      |Spain       |  13|  103|Senior Data Analyst       |
|power bi      |Spain       |  13|  103|Machine Learning Engineer |
|power bi      |Spain       |  13|  103|Data Scientist            |
|kubernetes    |Poland      |  17|  103|Senior Data Engineer      |
|kubernetes    |Poland      |  17|  103|Software Engineer         |
|kubernetes    |Poland      |  17|  103|Data Scientist            |
|kubernetes    |Poland      |  17|  103|Machine Learning Engineer |
|kubernetes    |Poland      |  17|  103|Senior Data Scientist     |
|kubernetes    |Poland      |  17|  103|Cloud Engineer            |
|kubernetes    |Poland      |  17|  103|Data Engineer             |
|terraform     |Finland     |   4|  103|Data Engineer             |
|terraform     |Finland     |   4|  103|Senior Data Engineer      |
|terraform     |Finland     |   4|  103|Senior Data Analyst       |
|azure         |Greece      |  23|  103|Data Scientist            |
|azure         |Greece      |  23|  103|Data Engineer             |
|azure         |Greece      |  23|  103|Machine Learning Engineer |
|azure         |Greece      |  23|  103|Senior Data Scientist     |
|azure         |Greece      |  23|  103|Data Analyst              |
|azure         |Greece      |  23|  103|Senior Data Engineer      |
|unreal        |Ireland     |   4|  103|Data Analyst              |
|unreal        |Ireland     |   4|  103|Senior Data Engineer      |
|tensorflow    |Sweden      |   4|  102|Machine Learning Engineer |
|tensorflow    |Sweden      |   4|  102|Data Scientist            |
|tensorflow    |Sweden      |   4|  102|Data Engineer             |
|power bi      |Poland      |  16|  102|Software Engineer         |
|power bi      |Poland      |  16|  102|Data Analyst              |
|power bi      |Poland      |  16|  102|Data Engineer             |
|power bi      |Poland      |  16|  102|Data Scientist            |
|power bi      |Poland      |  16|  102|Senior Data Analyst       |
|power bi      |Poland      |  16|  102|Business Analyst          |
|power bi      |Poland      |  16|  102|Senior Data Engineer      |
|power bi      |Italy       |   4|  102|Data Scientist            |
|power bi      |Italy       |   4|  102|Senior Data Analyst       |
|power bi      |Italy       |   4|  102|Data Engineer             |
|outlook       |Spain       |   2|  102|Data Analyst              |
|outlook       |Spain       |   2|  102|Software Engineer         |
|terraform     |Italy       |   5|  102|Data Engineer             |
|terraform     |Italy       |   5|  102|Machine Learning Engineer |
|express       |Greece      |   5|  102|Machine Learning Engineer |
|express       |Greece      |   5|  102|Data Scientist            |
|express       |Greece      |   5|  102|Data Engineer             |
|express       |Greece      |   5|  102|Senior Data Scientist     |
|express       |Greece      |   5|  102|Data Analyst              |
|pandas        |Hungary     |   7|  102|Machine Learning Engineer |
|pandas        |Hungary     |   7|  102|Data Scientist            |
|pandas        |Hungary     |   7|  102|Data Analyst              |
|pandas        |Hungary     |   7|  102|Software Engineer         |
|pandas        |Hungary     |   7|  102|Senior Data Scientist     |
|spark         |Romania     |  11|  102|Data Scientist            |
|spark         |Romania     |  11|  102|Data Analyst              |
|spark         |Romania     |  11|  102|Machine Learning Engineer |
|spark         |Romania     |  11|  102|Data Engineer             |
